,essay_id,pred,demographic_value,demographic_variable
2622,2091005668,6.0,8,grade_level
2623,AAAUUP138180000096102125_OR,6.0,Yes,ell_status
2624,2421007362,4.0,No,ell_status
2625,2141007452,6.0,No,ell_status
2626,AAAXMP138200000722922850_OR,1.0,No,ell_status
2627,2171005521,3.0,Yes,ell_status
2628,AAAXMP138200001971712850_OR,6.0,No,ell_status
2629,AAAXMP138200000825972125_OR,3.0,No,ell_status
2630,AAAXMP138200002012512125_OR,6.0,No,ell_status
2631,AAAXMP138200000603882810_OR,1.0,No,ell_status
2632,AAAXMP138200001771402125_OR,4.0,No,ell_status
2633,AAAXMP138200001088362850_OR,6.0,No,ell_status
2634,AAAXMP138200001955592144_OR,6.0,No,ell_status
2635,AAAXMP138200001272272850_OR,6.0,No,ell_status
2636,2081002861,6.0,No,ell_status
2637,AAAXMP138200001880612125_OR,1.0,No,ell_status
2638,2241003331,6.0,No,ell_status
2639,AAAXMP138200001662782810_OR,6.0,No,ell_status
2640,2431007446,5.0,No,ell_status
2641,2081002941,6.0,No,ell_status
2642,2241003285,1.0,No,ell_status
2643,2081003182,4.0,No,ell_status
2644,2271003232,6.0,No,ell_status
2645,AAAXMP138200001465022125_OR,4.0,No,ell_status
2646,AAAXMP138200000775362810_OR,6.0,No,ell_status
2647,4.90828E+12,6.0,,ell_status
2648,5.76576E+12,6.0,,ell_status
2649,AAAXMP138200000474622144_OR,6.0,No,ell_status
2650,AAAXMP138200001490482144_OR,6.0,No,ell_status
2651,AAAXMP138200001261262850_OR,6.0,No,ell_status
2652,AAAXMP138200000908702810_OR,6.0,No,ell_status
2653,2311001851,2.0,No,ell_status
2654,2251003024,6.0,No,ell_status
2655,2431003572,6.0,No,ell_status
2656,2171001088,2.0,Yes,ell_status
2657,2141002531,6.0,No,ell_status
2658,2021001469,6.0,No,ell_status
2659,AAAXMP138200001673972850_OR,6.0,No,ell_status
2660,AAAXMP138200001298672125_OR,6.0,No,ell_status
2661,AAAXMP138200001673362810_OR,6.0,No,ell_status
2662,AAAXMP138200001721042810_OR,6.0,No,ell_status
2663,AAAXMP138200001431812810_OR,6.0,No,ell_status
2664,AAAXMP138200000509082144_OR,6.0,Yes,ell_status
2665,AAAXMP138200001376142810_OR,6.0,No,ell_status
2666,2221003107,6.0,No,ell_status
2667,AAAXMP138200000905462144_OR,6.0,No,ell_status
2668,2431002479,5.0,No,ell_status
2669,AAAXMP138200000918952125_OR,6.0,No,ell_status
2670,AAAUUP138180000151472125_OR,6.0,Yes,ell_status
2671,AAAXMP138200000752932850_OR,3.0,No,ell_status
2672,AAAXMP138200001358202810_OR,6.0,No,ell_status
2673,AAAXMP138200002211952810_OR,6.0,No,ell_status
2674,AAAXMP138200001452852850_OR,6.0,No,ell_status
2675,2091002553,4.0,No,ell_status
2676,AAAXMP138200001100392125_OR,3.0,No,ell_status
2677,AAAXMP138200002143012810_OR,6.0,No,ell_status
2678,2251005906,6.0,No,ell_status
2679,AAAXMP138200001742582850_OR,6.0,No,ell_status
2680,AAAXMP138200000708432850_OR,2.0,No,ell_status
2681,AAAXMP138200001101202125_OR,6.0,No,ell_status
2682,AAAXMP138200002139492810_OR,6.0,No,ell_status
2683,2221003808,6.0,No,ell_status
2684,AAAXMP138200001879882144_OR,6.0,No,ell_status
2685,AAAXMP138200001680402810_OR,6.0,No,ell_status
2686,AAAXMP138200001847412125_OR,6.0,No,ell_status
2687,AAAXMP138200001759252810_OR,6.0,No,ell_status
2688,2081003484,3.0,No,ell_status
2689,AAAXMP138200001857332810_OR,6.0,No,ell_status
2690,5.08274E+12,5.0,,ell_status
2691,AAAXMP138200001854762850_OR,6.0,No,ell_status
2692,AAAXMP138200002164062810_OR,6.0,No,ell_status
2693,AAAXMP138200001999392125_OR,3.0,Yes,ell_status
2694,2171001177,6.0,No,ell_status
2695,AAAXMP138200001459042125_OR,6.0,No,ell_status
2696,AAAXMP138200001540432144_OR,6.0,No,ell_status
2697,2421004100,4.0,No,ell_status
2698,2271001701,6.0,No,ell_status
2699,AAAXMP138200001789042810_OR,6.0,No,ell_status
2700,AAAXMP138200001125362810_OR,6.0,No,ell_status
2701,5.73749E+12,5.0,,ell_status
2702,2431005800,6.0,No,ell_status
2703,AAAXMP138200001109212125_OR,6.0,No,ell_status
2704,2141006111,1.0,No,ell_status
2705,AAAXMP138200001858932850_OR,2.0,No,ell_status
2706,2241004745,6.0,No,ell_status
2707,AAAXMP138200000913482144_OR,6.0,No,ell_status
2708,AAAXMP138200000908812125_OR,4.0,No,ell_status
2709,AAAXMP138200001901542125_OR,6.0,No,ell_status
2710,2251006058,6.0,No,ell_status
2711,AAAXMP138200002058912125_OR,6.0,No,ell_status
2712,2171004745,6.0,No,ell_status
2713,2251001994,5.0,No,ell_status
2714,AAAXMP138200002202512850_OR,6.0,No,ell_status
2715,2271001752,6.0,No,ell_status
2716,AAAXMP138200001823612125_OR,6.0,No,ell_status
2717,2141001276,2.0,No,ell_status
2718,AAAXMP138200000881202850_OR,6.0,No,ell_status
2719,AAAXMP138200001535332144_OR,6.0,No,ell_status
2720,AAAXMP138200000472712810_OR,6.0,No,ell_status
2721,2271003038,6.0,No,ell_status
2722,2421002891,2.0,No,ell_status
2723,AAAXMP138200000981832810_OR,6.0,No,ell_status
2724,AAAXMP138200002115942850_OR,6.0,No,ell_status
2725,5.34632E+12,3.0,,ell_status
2726,2171006632,6.0,No,ell_status
2727,5.34088E+12,1.0,,ell_status
2728,5.71454E+12,2.0,,ell_status
2729,AAAXMP138200000597192810_OR,6.0,No,ell_status
2730,2171003021,6.0,No,ell_status
2731,2311005873,6.0,No,ell_status
2732,2021001531,6.0,No,ell_status
2733,AAAXMP138200001761152144_OR,6.0,No,ell_status
2734,2021005677,3.0,No,ell_status
2735,2081005606,6.0,No,ell_status
2736,AAAXMP138200000481562810_OR,6.0,No,ell_status
2737,5.42358E+12,6.0,,ell_status
2738,2271002783,6.0,No,ell_status
2739,5.92901E+12,5.0,,ell_status
2740,AAAXMP138200000986252125_OR,6.0,Yes,ell_status
2741,AAAXMP138200002014802810_OR,6.0,No,ell_status
2742,AAAXMP138200000959822125_OR,3.0,No,ell_status
2743,AAAXMP138200001837422810_OR,6.0,No,ell_status
2744,2221001902,3.0,No,ell_status
2745,2091004751,6.0,No,ell_status
2746,2251002613,6.0,No,ell_status
2747,2271001311,5.0,No,ell_status
2748,AAAXMP138200001667692125_OR,6.0,No,ell_status
2749,AAAXMP138200001062462125_OR,3.0,No,ell_status
2750,AAAUUP138180000048242125_OR,6.0,Yes,ell_status
2751,5.75803E+12,6.0,,ell_status
2752,AAAXMP138200000808952810_OR,6.0,No,ell_status
2753,2021000918,6.0,No,ell_status
2754,AAAXMP138200001261602125_OR,3.0,No,ell_status
2755,AAAXMP138200000656102810_OR,6.0,No,ell_status
2756,5.48168E+12,6.0,,ell_status
2757,AAAXMP138200002128012144_OR,6.0,No,ell_status
2758,2091003479,1.0,No,ell_status
2759,2421000783,3.0,No,ell_status
2760,AAAXMP138200000840532125_OR,1.0,No,ell_status
2761,2431006547,3.0,No,ell_status
2762,2021004336,6.0,No,ell_status
2763,AAAXMP138200001244832810_OR,6.0,No,ell_status
2764,AAAXMP138200001859162125_OR,6.0,No,ell_status
2765,AAAXMP138200000633632810_OR,6.0,No,ell_status
2766,2251005507,6.0,No,ell_status
2767,AAAXMP138200001923042850_OR,3.0,No,ell_status
2768,AAAXMP138200001892662125_OR,6.0,No,ell_status
2769,AAAXMP138200001692722144_OR,6.0,No,ell_status
2770,AAAXMP138200001754972125_OR,6.0,No,ell_status
2771,5.57777E+12,6.0,,ell_status
2772,AAAXMP138200002039052850_OR,2.0,No,ell_status
2773,2311001207,5.0,No,ell_status
2774,AAAXMP138200002099672810_OR,6.0,No,ell_status
2775,AAAXMP138200000677212850_OR,6.0,No,ell_status
2776,2271002414,6.0,No,ell_status
2777,AAAXMP138200002212192850_OR,6.0,No,ell_status
2778,AAAXMP138200002065812810_OR,6.0,No,ell_status
2779,AAAXMP138200002146532850_OR,6.0,No,ell_status
2780,2091007041,6.0,No,ell_status
2781,AAAXMP138200000568592850_OR,4.0,Yes,ell_status
2782,AAAXMP138200001437372125_OR,6.0,No,ell_status
2783,2271007076,6.0,No,ell_status
2784,AAAUUP138180000312862125_OR,3.0,Yes,ell_status
2785,5.31268E+12,6.0,,ell_status
2786,AAAXMP138200001828082144_OR,1.0,No,ell_status
2787,2311007744,2.0,No,ell_status
2788,AAAXMP138200001758412810_OR,6.0,No,ell_status
2789,2431005036,6.0,No,ell_status
2790,2091005625,6.0,No,ell_status
2791,AAAXMP138200001359532810_OR,2.0,Yes,ell_status
2792,AAAXMP138200001254022125_OR,6.0,No,ell_status
2793,2421004606,4.0,No,ell_status
2794,2081003581,5.0,No,ell_status
2795,AAAXMP138200001763502125_OR,6.0,No,ell_status
2796,2021006274,5.0,No,ell_status
2797,AAAXMP138200001438862810_OR,6.0,Yes,ell_status
2798,AAAXMP138200001668742125_OR,6.0,No,ell_status
2799,2021007602,4.0,No,ell_status
2800,2141000091,6.0,No,ell_status
2801,AAAXMP138200000772012810_OR,6.0,No,ell_status
2802,AAAXMP138200001122602144_OR,6.0,No,ell_status
2803,2271002864,5.0,No,ell_status
2804,AAAXMP138200002157612850_OR,2.0,No,ell_status
2805,AAAXMP138200002157312810_OR,6.0,No,ell_status
2806,AAAXMP138200001813742144_OR,1.0,Yes,ell_status
2807,2021003798,6.0,No,ell_status
2808,2091005242,6.0,No,ell_status
2809,AAAXMP138200000927892144_OR,4.0,No,ell_status
2810,AAAXMP138200000712102810_OR,6.0,No,ell_status
2811,AAAXMP138200002142212144_OR,6.0,No,ell_status
2812,2091000194,6.0,No,ell_status
2813,AAAXMP138200001824672125_OR,6.0,No,ell_status
2814,AAAXMP138200001584282810_OR,6.0,No,ell_status
2815,2081001406,6.0,No,ell_status
2816,2091007369,6.0,No,ell_status
2817,AAAXMP138200000908272144_OR,6.0,No,ell_status
2818,AAAXMP138200001202912850_OR,3.0,Yes,ell_status
2819,2091006281,6.0,No,ell_status
2820,4.93292E+12,6.0,,ell_status
2821,2221003824,2.0,No,ell_status
2822,AAAXMP138200001032072810_OR,6.0,No,ell_status
2823,2311000375,6.0,No,ell_status
2824,5.74004E+12,3.0,,ell_status
2825,5.42891E+12,6.0,,ell_status
2826,AAAXMP138200000910722810_OR,6.0,No,ell_status
2827,AAAXMP138200001083802125_OR,6.0,No,ell_status
2828,AAAXMP138200002200512125_OR,6.0,No,ell_status
2829,AAAXMP138200001519932125_OR,6.0,No,ell_status
2830,AAAXMP138200001801832810_OR,6.0,No,ell_status
2831,2241004231,5.0,No,ell_status
2832,AAAXMP138200001055032810_OR,6.0,No,ell_status
2833,AAAXMP138200001772382810_OR,6.0,No,ell_status
2834,AAAXMP138200000575912144_OR,6.0,No,ell_status
2835,AAAXMP138200000906582125_OR,6.0,No,ell_status
2836,AAAXMP138200000597082850_OR,6.0,No,ell_status
2837,2221005436,3.0,No,ell_status
2838,AAAXMP138200000970792125_OR,6.0,No,ell_status
2839,2221002925,6.0,No,ell_status
2840,AAAXMP138200002213122810_OR,6.0,No,ell_status
2841,AAAXMP138200001655292850_OR,6.0,No,ell_status
2842,AAAXMP138200001302002144_OR,6.0,No,ell_status
2843,2311002530,6.0,No,ell_status
2844,2081003026,6.0,No,ell_status
2845,2271005367,3.0,No,ell_status
2846,5.47197E+12,6.0,,ell_status
2847,AAAXMP138200000713502810_OR,6.0,No,ell_status
2848,AAAXMP138200001594042810_OR,6.0,No,ell_status
2849,2091003801,6.0,No,ell_status
2850,AAAXMP138200001089202810_OR,6.0,No,ell_status
2851,2171006705,6.0,No,ell_status
2852,AAAXMP138200000819342810_OR,6.0,No,ell_status
2853,5.59321E+12,6.0,,ell_status
2854,AAAXMP138200001026662144_OR,6.0,No,ell_status
2855,2271005791,5.0,No,ell_status
2856,AAAXMP138200000463062810_OR,2.0,No,ell_status
2857,AAAXMP138200002070592850_OR,6.0,No,ell_status
2858,AAAXMP138200001167082810_OR,6.0,No,ell_status
2859,2421006412,1.0,No,ell_status
2860,AAAXMP138200002146432125_OR,6.0,No,ell_status
2861,AAAXMP138200001119492125_OR,6.0,No,ell_status
2862,2141006499,6.0,No,ell_status
2863,AAAXMP138200001492242850_OR,6.0,No,ell_status
2864,AAAXMP138200001705662810_OR,6.0,No,ell_status
2865,AAAXMP138200001502592125_OR,6.0,No,ell_status
2866,AAAXMP138200001096432850_OR,4.0,No,ell_status
2867,AAAXMP138200000633282850_OR,4.0,No,ell_status
2868,AAAXMP138200001218962850_OR,1.0,No,ell_status
2869,AAAXMP138200001696222810_OR,6.0,No,ell_status
2870,AAAXMP138200000726092850_OR,6.0,No,ell_status
2871,AAAXMP138200001326052850_OR,4.0,No,ell_status
2872,2241005911,6.0,No,ell_status
2873,AAAXMP138200001952022125_OR,6.0,No,ell_status
2874,AAAXMP138200001208882850_OR,3.0,No,ell_status
2875,2241005768,6.0,No,ell_status
2876,AAAXMP138200001875022125_OR,6.0,No,ell_status
2877,AAAXMP138200002195162125_OR,6.0,No,ell_status
2878,AAAXMP138200001527302144_OR,6.0,No,ell_status
2879,5.71429E+12,6.0,,ell_status
2880,AAAXMP138200001844662810_OR,6.0,No,ell_status
2881,AAAXMP138200002009682850_OR,6.0,No,ell_status
2882,2091003835,6.0,No,ell_status
2883,AAAXMP138200000653482850_OR,2.0,No,ell_status
2884,2431005699,6.0,No,ell_status
2885,2141006537,6.0,No,ell_status
2886,AAAXMP138200002073172125_OR,4.0,No,ell_status
2887,2271003526,6.0,No,ell_status
2888,AAAXMP138200001773152850_OR,4.0,No,ell_status
2889,AAAUUP138180000132922125_OR,6.0,Yes,ell_status
2890,AAAXMP138200001923822144_OR,6.0,No,ell_status
2891,2421003197,4.0,No,ell_status
2892,2241000979,1.0,No,ell_status
2893,AAAXMP138200001714432850_OR,6.0,No,ell_status
2894,AAAXMP138200001316992850_OR,6.0,No,ell_status
2895,2141007088,6.0,No,ell_status
2896,AAAXMP138200001035822810_OR,6.0,No,ell_status
2897,2421004959,6.0,No,ell_status
2898,2021005006,3.0,No,ell_status
2899,AAAXMP138200001970242810_OR,6.0,No,ell_status
2900,AAAXMP138200002145002810_OR,6.0,No,ell_status
2901,2091002260,6.0,No,ell_status
2902,2221006947,6.0,No,ell_status
2903,2221005703,4.0,No,ell_status
2904,AAAXMP138200002151012810_OR,6.0,No,ell_status
2905,2141005441,6.0,No,ell_status
2906,AAAXMP138200002112172125_OR,3.0,Yes,ell_status
2907,AAAXMP138200001659232810_OR,6.0,No,ell_status
2908,2171000863,1.0,No,ell_status
2909,AAAXMP138200001610572125_OR,2.0,No,ell_status
2910,2081004758,6.0,No,ell_status
2911,AAAXMP138200001589112810_OR,6.0,No,ell_status
2912,AAAXMP138200001522282144_OR,6.0,No,ell_status
2913,2241002220,1.0,No,ell_status
2914,AAAXMP138200001853622125_OR,6.0,No,ell_status
2915,AAAXMP138200001253582850_OR,6.0,No,ell_status
2916,AAAXMP138200002098022810_OR,6.0,No,ell_status
2917,AAAXMP138200000941902125_OR,6.0,No,ell_status
2918,AAAXMP138200002148452125_OR,6.0,No,ell_status
2919,AAAXMP138200001822852850_OR,6.0,No,ell_status
2920,AAAXMP138200001822952144_OR,6.0,No,ell_status
2921,AAAXMP138200001655152810_OR,6.0,No,ell_status
2922,AAAXMP138200001884932810_OR,6.0,No,ell_status
2923,2171007574,1.0,No,ell_status
2924,AAAXMP138200001642462810_OR,6.0,Yes,ell_status
2925,AAAXMP138200001528762125_OR,6.0,Yes,ell_status
2926,5.42923E+12,5.0,,ell_status
2927,2081007013,6.0,No,ell_status
2928,AAAXMP138200001783052850_OR,6.0,No,ell_status
2929,AAAXMP138200001184662810_OR,6.0,No,ell_status
2930,564159115212010thLitAB,6.0,,ell_status
2931,5.50917E+12,6.0,,ell_status
2932,2081006114,6.0,No,ell_status
2933,AAAXMP138200001656392125_OR,4.0,Yes,ell_status
2934,2221006793,6.0,No,ell_status
2935,AAAXMP138200001326482144_OR,6.0,No,ell_status
2936,AAAXMP138200001108702144_OR,6.0,No,ell_status
2937,AAAXMP138200000787632810_OR,6.0,No,ell_status
2938,AAAXMP138200000757212125_OR,6.0,No,ell_status
2939,AAAUUP138180000247552125_OR,6.0,Yes,ell_status
2940,AAAXMP138200002035842850_OR,2.0,No,ell_status
2941,AAAXMP138200001816082810_OR,6.0,No,ell_status
2942,2141004691,1.0,No,ell_status
2943,2311001541,5.0,No,ell_status
2944,2221002828,1.0,No,ell_status
2945,AAAXMP138200001127182125_OR,6.0,No,ell_status
2946,2091006559,2.0,No,ell_status
2947,5.32019E+12,6.0,,ell_status
2948,2311006594,6.0,No,ell_status
2949,AAAXMP138200001817722810_OR,5.0,No,ell_status
2950,5.22529E+12,6.0,,ell_status
2951,AAAXMP138200001847222125_OR,6.0,No,ell_status
2952,AAAXMP138200001030812125_OR,6.0,No,ell_status
2953,2311007787,6.0,No,ell_status
2954,2141007584,6.0,No,ell_status
2955,AAAXMP138200002098792850_OR,6.0,No,ell_status
2956,AAAXMP138200000518922810_OR,6.0,No,ell_status
2957,AAAXMP138200002206042144_OR,6.0,No,ell_status
2958,AAAXMP138200001455722810_OR,6.0,No,ell_status
2959,2021006321,6.0,No,ell_status
2960,AAAXMP138200001642602144_OR,6.0,No,ell_status
2961,2021001477,6.0,No,ell_status
2962,AAAXMP138200001736252144_OR,6.0,No,ell_status
2963,AAAXMP138200000803822144_OR,6.0,No,ell_status
2964,AAAXMP138200001518442125_OR,3.0,No,ell_status
2965,2271006606,3.0,No,ell_status
2966,AAAXMP138200001945142125_OR,5.0,No,ell_status
2967,AAAXMP138200001319792850_OR,6.0,No,ell_status
2968,2431007705,1.0,No,ell_status
2969,2091005536,3.0,No,ell_status
2970,2271002546_cleaned,3.0,No,ell_status
2971,2431002738,6.0,No,ell_status
2972,AAAXMP138200001066112125_OR,6.0,No,ell_status
2973,2171000171,5.0,No,ell_status
2974,5.06423E+12,1.0,,ell_status
2975,AAAUUP138180000096762125_OR,4.0,Yes,ell_status
2976,AAAXMP138200001625402125_OR,6.0,No,ell_status
2977,AAAXMP138200001278632810_OR,6.0,No,ell_status
2978,AAAXMP138200001865612850_OR,6.0,No,ell_status
2979,2311006349,6.0,No,ell_status
2980,5.11443E+12,6.0,,ell_status
2981,AAAXMP138200001167102850_OR,2.0,No,ell_status
2982,AAAXMP138200001223762125_OR,6.0,No,ell_status
2983,AAAXMP138200001816142810_OR,6.0,No,ell_status
2984,AAAXMP138200001366112850_OR,6.0,No,ell_status
2985,2271001183,3.0,No,ell_status
2986,2091006605,4.0,No,ell_status
2987,2091000151,5.0,No,ell_status
2988,AAAXMP138200000808462144_OR,6.0,No,ell_status
2989,5.42625E+12,6.0,,ell_status
2990,2141004852,2.0,No,ell_status
2991,2221000108,6.0,No,ell_status
2992,2021005553,6.0,No,ell_status
2993,2141007444,6.0,No,ell_status
2994,AAAXMP138200001677722125_OR,6.0,No,ell_status
2995,AAAXMP138200000751082125_OR,6.0,No,ell_status
2996,2021002431,6.0,No,ell_status
2997,2171007418,6.0,No,ell_status
2998,AAAXMP138200000982732850_OR,6.0,No,ell_status
2999,2221003531,2.0,No,ell_status
3000,AAAXMP138200001307482144_OR,6.0,No,ell_status
3001,2421001780,6.0,No,ell_status
3002,2021004999,6.0,No,ell_status
3003,AAAXMP138200001733372144_OR,3.0,No,ell_status
3004,AAAXMP138200000979072144_OR,6.0,No,ell_status
3005,4.71869E+12,6.0,,ell_status
3006,AAAUUP138180000260792125_OR,4.0,Yes,ell_status
3007,AAAXMP138200000757222125_OR,6.0,No,ell_status
3008,2431007837,6.0,No,ell_status
3009,5.8318E+12,6.0,,ell_status
3010,AAAXMP138200001607692810_OR,6.0,No,ell_status
3011,AAAXMP138200001064262125_OR,2.0,No,ell_status
3012,2091003339,3.0,No,ell_status
3013,AAAXMP138200002143352125_OR,6.0,Yes,ell_status
3014,2241003811,6.0,No,ell_status
3015,2251006007,6.0,No,ell_status
3016,AAAXMP138200000771212144_OR,6.0,No,ell_status
3017,AAAXMP138200000989112144_OR,6.0,No,ell_status
3018,2141004054,6.0,No,ell_status
3019,AAAXMP138200001807562810_OR,6.0,No,ell_status
3020,AAAXMP138200002144682810_OR,6.0,No,ell_status
3021,2251002095,6.0,No,ell_status
3022,AAAXMP138200001732042850_OR,4.0,No,ell_status
3023,2081001414,6.0,No,ell_status
3024,2241003030,6.0,No,ell_status
3025,AAAXMP138200000812052125_OR,6.0,No,ell_status
3026,2171007299,2.0,No,ell_status
3027,AAAXMP138200001602392810_OR,6.0,No,ell_status
3028,AAAXMP138200001696212850_OR,6.0,No,ell_status
3029,2221000159,6.0,No,ell_status
3030,AAAXMP138200000705962810_OR,6.0,No,ell_status
3031,2141001225,1.0,No,ell_status
3032,AAAUUP138180000132462125_OR,3.0,Yes,ell_status
3033,AAAXMP138200000939842810_OR,6.0,No,ell_status
3034,5.80013E+12,6.0,,ell_status
3035,AAAXMP138200000957462125_OR,2.0,No,ell_status
3036,2311006012,6.0,No,ell_status
3037,2221004332,6.0,No,ell_status
3038,AAAXMP138200001098302125_OR,6.0,No,ell_status
3039,2311006845,5.0,Yes,ell_status
3040,AAAXMP138200001012252144_OR,6.0,No,ell_status
3041,2141005620,6.0,No,ell_status
3042,AAAXMP138200002084452810_OR,6.0,No,ell_status
3043,2431007799,6.0,No,ell_status
3044,AAAXMP138200001077722810_OR,6.0,No,ell_status
3045,4.60236E+12,6.0,,ell_status
3046,2091003053,6.0,No,ell_status
3047,2221001961,6.0,No,ell_status
3048,AAAXMP138200001935572125_OR,6.0,No,ell_status
3049,2221002178,6.0,No,ell_status
3050,2091005129,6.0,No,ell_status
3051,AAAXMP138200001126592810_OR,6.0,No,ell_status
3052,AAAXMP138200001056702810_OR,6.0,No,ell_status
3053,AAAXMP138200000940122125_OR,6.0,No,ell_status
3054,AAAXMP138200001855772144_OR,6.0,No,ell_status
3055,2141003473,6.0,No,ell_status
3056,AAAXMP138200002169562125_OR,6.0,Yes,ell_status
3057,2091000895,6.0,No,ell_status
3058,AAAXMP138200001715962810_OR,6.0,No,ell_status
3059,AAAXMP138200001497712850_OR,5.0,No,ell_status
3060,4.87475E+12,6.0,,ell_status
3061,AAAXMP138200000597942810_OR,6.0,No,ell_status
3062,AAAXMP138200000989102125_OR,6.0,No,ell_status
3063,AAAXMP138200002154732125_OR,3.0,No,ell_status
3064,AAAXMP138200001684882144_OR,6.0,No,ell_status
3065,AAAXMP138200001305362810_OR,6.0,No,ell_status
3066,5.46398E+12,6.0,,ell_status
3067,AAAXMP138200000614082810_OR,6.0,No,ell_status
3068,AAAXMP138200001434322810_OR,6.0,No,ell_status
3069,2421001984,4.0,No,ell_status
3070,2271006401,6.0,No,ell_status
3071,AAAXMP138200001960122125_OR,3.0,No,ell_status
3072,2081005291,6.0,No,ell_status
3073,AAAXMP138200001121082850_OR,6.0,No,ell_status
3074,AAAXMP138200001057612125_OR,6.0,No,ell_status
3075,AAAXMP138200001655412125_OR,6.0,No,ell_status
3076,5.43237E+12,6.0,,ell_status
3077,AAAXMP138200001334692125_OR,6.0,No,ell_status
3078,AAAXMP138200000778492810_OR,6.0,No,ell_status
3079,AAAXMP138200001474692144_OR,6.0,No,ell_status
3080,2311000251,3.0,Yes,ell_status
3081,AAAXMP138200002075412810_OR,6.0,No,ell_status
3082,2141006847,3.0,Yes,ell_status
3083,5.55573E+12,6.0,,ell_status
3084,2431004315,1.0,No,ell_status
3085,2311002980,6.0,No,ell_status
3086,AAAXMP138200001911132810_OR,6.0,No,ell_status
3087,AAAXMP138200001273182125_OR,1.0,No,ell_status
3088,5.40408E+12,3.0,,ell_status
3089,AAAXMP138200001045182144_OR,6.0,No,ell_status
3090,2251005825,6.0,No,ell_status
3091,AAAXMP138200001737272810_OR,6.0,No,ell_status
3092,AAAXMP138200000827552125_OR,6.0,No,ell_status
3093,AAAXMP138200001087812125_OR,6.0,No,ell_status
3094,AAAXMP138200001629782810_OR,5.0,Yes,ell_status
3095,2091004467,4.0,No,ell_status
3096,AAAXMP138200001840892144_OR,4.0,No,ell_status
3097,2421001895,6.0,No,ell_status
3098,AAAXMP138200001483522850_OR,6.0,No,ell_status
3099,2171001258,6.0,No,ell_status
